,0,1,2
0,Restaurant Name,Latitude,Longitude
1,Labula Chinese Cuisine - Bedok Reservior Road,1.337857445116029,103.92235035085736
2,Chennai Curry Nation - Chancerlodge Complex,1.3146228892504066,103.87738315759705
